study_hours,sleep_hours,practice_tests,exam_score
4.370861069626263,5.555398786515859,3,81.14604363898498
9.556428757689245,6.625702842135075,2,100.0
7.587945476302646,7.618837507629225,3,100.0
6.387926357773329,7.196674659228684,5,100.0
2.4041677639819286,7.419683443584349,1,67.63418730010541
2.403950683025824,6.9763501001321515,5,79.71856310387749
1.5227525095137953,7.076829693553558,1,68.59119756055664
8.795585311974417,7.547586954695958,0,100.0
6.41003510568888,5.749004026577558,4,98.7737113886049
7.372653200164409,6.468274890929422,5,100.0
1.185260448662222,5.663628325458807,3,70.89755815600077
9.72918866945795,7.9630040239899404,0,100.0
8.491983767203795,7.83217801905984,4,100.0
2.9110519961044856,5.118280434105518,3,73.34715221595816
2.636424704863906,7.116725517547065,2,70.78012604976945
2.650640588680904,7.775744952246997,3,73.5670855576355
3.7381801866358395,5.541726035382,1,67.54280865404449
5.72280788469014,6.703835691657888,1,85.3787660249284
4.887505167779041,7.746464892764125,2,81.35449835372307
3.6210622617823773,5.101837935757397,0,64.90754039516604
6.506676052501415,7.09226080174052,4,98.06379423139346
2.2554447458683766,5.892047022117652,3,64.14489227279749
3.629301836816963,7.773188586129591,1,79.02982549247601
4.297256589643226,7.913174735496103,0,70.08296791788791
5.104629857953324,7.832799467340301,2,86.9566310504489
8.066583652537123,6.422642649972391,5,100.0
2.7970640394252375,7.58612795296794,1,73.7717612636075
5.628109945722504,7.5336481956052115,2,89.08280371265325
6.331731119758382,5.957301419729767,3,98.62698232975116
1.4180537144799796,7.486746422452033,4,74.71271206200947
6.467903667112945,5.111022904146478,1,88.72240134158866
2.5347171131856236,6.788809635446159,1,67.08081641020956
1.5854643368675156,5.690026511863109,3,68.6696451266322
9.539969835279999,5.361700657331836,5,100.0
9.690688297671034,5.230859604887628,0,98.2020753240615
8.275576133048151,7.0888663276344195,4,100.0
3.741523922560336,6.019624891304199,1,76.6894297428225
1.8790490260574548,7.174300314586285,4,73.51715719888495
7.158097238609412,5.196069022396827,1,82.69794323788314
4.961372443656412,5.945871013491831,4,89.46532520640284
2.0983441136030097,6.618473877126012,2,72.69467583034108
5.456592191001432,7.372169494516891,1,80.97296264936502
1.3094966900369656,5.9562575087962095,4,72.47065815960926
9.18388361870904,6.8776741293110275,0,100.0
3.3290198344001523,7.657933244708561,2,71.14047688407197
6.962700559185838,6.847589564546913,2,91.69981602780271
3.8053996848046987,5.698878424260902,0,69.23726893035031
5.680612190600297,5.073202344669614,4,90.01059364163501
5.920392514089517,7.61029662170279,3,91.5931530195492
2.6636900997297435,5.063808232551161,0,61.05505855300449
9.726261649881026,7.624105018052598,4,100.0
7.976195410250031,6.586811402081636,0,92.73192245983671
9.455490474077703,7.817203095538689,0,100.0
9.053446153848839,7.396349707320996,1,100.0
6.381099809299767,7.993802331600012,4,100.0
9.296868115208051,6.0521354463551305,3,100.0
1.7964325184672756,7.301564866793381,1,65.96810955343923
2.763845761772307,6.205792740827727,0,64.28076428450562
1.4070456001948426,6.439626860911726,5,72.92808918639486
3.927972976869379,6.882516389655111,0,71.61147250420103
4.498095607205338,7.621031342559016,0,78.74898452357692
3.442141285965063,7.9522504075978855,4,82.13266696781572
8.458637582367365,7.304820241593554,4,100.0
4.210779940242304,6.253300346502002,1,80.79948466109602
3.5284105871864266,6.264071006831211,3,80.14731702303416
5.884264748424236,7.212746904766675,1,85.73806096490313
2.2683180247728636,5.716331437304907,2,64.87987234331025
8.219772826786357,5.331422339394184,0,96.49602923645469
1.6709557931179373,6.06386647292233,5,71.9724589596376
9.881982429404655,5.8617169749622455,0,100.0
7.9502029236699165,5.8889243613679705,0,93.44441692286898
2.7884411338075514,5.70082325314973,1,67.63354636644505
1.0496990541124216,5.126279568909085,5,69.71211799703825
8.339152856093508,5.053621804200241,5,100.0
7.361716094628554,7.963167169208095,5,100.0
7.561064512368886,6.283319401207587,1,95.23174036144702
7.941433120173512,6.152979941479045,0,88.74588513538225
1.6664018656068134,7.03894184807921,1,64.94242860120518
4.226191556898454,5.654761663595193,4,84.55406685670951
2.0428215357261674,7.8498835518506755,4,79.6675926661809
8.767930832880342,7.3590350432466565,1,100.0
6.609683141448022,5.268233006936779,5,93.70592365922892
3.9780822236738427,6.252742327354785,0,70.80608246469133
1.5720251525742128,7.6373549226864945,1,66.80871296441111
3.79884089544096,7.834196066874231,1,80.18718163707256
3.9266498982407234,6.402204533749609,1,73.58474873052009
7.566455605042576,6.840234167632123,2,100.0
6.738017242196918,5.501101838276226,4,91.00887068102615
8.98491468318694,7.973505878410929,5,100.0
5.249934326457543,5.69501510415033,3,86.39060103011005
2.0763482134447155,7.828195322405377,5,80.43588422137573
7.419203085006955,6.948939946977106,3,96.29746832954449
7.847065437552077,6.823210384636577,2,100.0
6.051494778125466,6.538065533049526,1,87.44688711066814
7.938704619591049,5.692009435153276,2,97.22142630620644
5.444160367279517,5.529584096016524,2,85.27550161820618
5.704595464437946,5.661458627210526,0,78.5745653422667
4.847869165226946,5.559314786432764,4,82.50588654867455
1.2287721406968566,7.33875342070026,3,67.67144793472806
1.97102284293974,6.05037577750019,1,65.4270295139274
1.2828626711806081,5.173528029690189,3,66.2496026598226
6.727693701374023,7.907307890422434,5,100.0
3.82920382968694,7.651357654890277,3,85.09485926217035
5.577136220482325,7.783256849585639,5,96.70875666523285
9.168098265334837,7.984723467939306,4,100.0
3.2436300623398746,5.521685747658462,5,83.97780014223106
4.693446307320667,6.188726056707976,3,84.59001419451224
7.799960246887438,7.274715427112274,3,98.81926030344346
3.059183489424602,7.088061854161377,5,81.58757604647916
1.6928191884591368,5.461687719019565,2,67.88002835317292
3.6077630762239123,7.447499374971853,4,89.11123061989099
2.4509915852860398,5.6733217155099815,0,67.12745068092231
9.367278871083158,5.671452844467869,1,100.0
8.273083416079754,6.61092326868024,3,99.97786581170917
6.700633808593811,6.77881980452511,1,90.04175398170068
8.84314531168946,6.740258623513434,0,100.0
8.23304869209203,5.274460512193265,1,96.5696296262161
2.6791305299743224,7.632382587891141,0,68.03798525760227
9.0330309864098,5.796800127766118,5,100.0
5.854080177240856,5.3885447638484125,2,82.2393047940543
8.266961396476564,7.6662442396069315,3,100.0
9.06482169931144,7.86695449468926,0,97.80544331286873
3.8620312747467747,7.586382851796352,1,78.89163753237187
1.9904673207490908,7.428548224174634,3,75.95174355125499
3.051416462877475,6.965725941917065,2,74.7270561166264
4.843970097636307,6.652572111827418,5,89.90620568161768
8.362132893302437,5.26096027973423,3,100.0
8.74657524930709,6.225359639212096,0,94.72385585293821
1.0625691747807164,6.118065551036942,2,61.16046486189623
5.596725723198092,5.7792613512809785,1,83.55913237448016
4.7566990283390105,7.170260341065755,2,81.85003915627054
2.9989702942365724,6.487627205236312,2,69.2710566827632
2.0787883060031453,5.243138647722944,4,68.84787541437206
4.038536542632651,5.660549605849434,2,72.70400052441428
9.486187335212673,7.049776290978787,2,100.0
3.908826388186797,5.228392578470901,3,79.45213341240428
5.669115595690295,7.553620742146306,1,86.75437974626857
7.3271706300566,6.485439581041923,3,100.0
4.272666421413646,6.4417597319799444,3,86.82272813937946
9.746038744488645,6.7772233539785525,0,100.0
9.662025654479,7.474042897775448,3,100.0
3.2660406624282774,6.043427623706579,4,75.67821203733692
5.475236553031469,7.034048457677191,4,97.58040891930177
3.707904788350927,6.6971958919873735,0,68.1994220110749
3.5635644493972087,5.801084810508264,5,82.28974851088125
1.3319825261907952,7.635889959065474,1,63.138564007885634
6.486079005819072,7.392278064820784,1,85.6361381685703
5.524111209059753,6.975355503975276,3,90.66899378547501
1.463308761249904,7.551745187282726,3,72.06174578541942
3.507818178129503,7.601882602879407,5,87.17461508346167
9.174392973699883,7.125088930145104,3,100.0
3.1560570160027517,7.511039985091016,1,79.75252375475092
2.304053848821008,7.092414385007851,2,73.35279040362568
5.405074842498067,7.040422315280901,4,100.0
9.870854086995406,6.855834134645553,2,100.0
3.178497443603504,7.258149918672924,2,79.2824337398943
7.049219926652907,5.475815315879221,1,91.53555192720547
7.854576537958458,7.642612277596785,2,99.68638193569376
3.1387378959315972,7.615530583235696,5,90.15790334930705
7.553947137506736,5.087741849103677,0,86.72898936289971
4.3100481944732785,7.477450251694288,3,84.42246721748114
6.690752475342215,5.386609602420336,0,73.81269190573659
6.7017673968480524,6.0053565627774255,4,98.74663427102303
5.821972156672826,7.230524768874823,3,88.59438058606655
1.8126079304896747,5.482279688144924,2,64.37543544165169
8.51772246030314,7.453901072357187,4,100.0
3.8870205847456223,7.496402533873226,3,82.32921337351978
2.678666593598688,6.522403201282509,5,82.76978006121077
1.3669762739928752,5.019157615150501,5,71.90662128941165
6.318036488694176,5.861114399524738,5,100.0
7.098079256580542,6.850780755127227,5,100.0
1.1492904603507053,7.94355853408227,2,66.52718155988455
5.608837524693529,6.895440581050005,0,80.39936705951932
3.0384619767814414,5.7794107431924795,3,78.6243143312782
6.806555113685048,6.902017109298834,2,96.9479516532427
2.569297861044923,6.6199561391475665,5,83.30817418782888
7.218439642922194,7.339536185453431,0,87.91473416529978
4.480618116704837,5.3209419164808756,4,86.31293961299075
9.43056989863061,7.2830837075060835,4,100.0
2.2376884973139393,6.623799736028331,4,79.59362878267535
4.069597159452327,7.888976011576984,5,89.40732155180235
2.021261691165302,6.025616498116058,4,69.15771057860887
9.322242564507064,6.8978656794018445,1,100.0
8.896054180428829,7.796084316530052,3,100.0
3.3214746494364005,5.307529183972038,3,74.0278914034371
6.939856414307611,7.811685461709353,5,100.0
8.354999801810942,7.0636571669024395,1,95.81250933014235
5.996807304395161,5.203511177315516,2,84.14396446374157
5.766855205204059,5.902890700840449,2,90.29217813695608
3.1766706181040654,7.124516265935845,4,84.59405187941114
1.837924910253093,5.202051804406315,0,58.838536114100584
9.074941821579941,6.74651138052882,2,100.0
9.103762514469974,6.03764917085887,0,94.4072194485685
6.697913115459412,6.862746553302431,3,92.62020852666043
4.051268119438307,5.137226101437538,0,73.12158277780638
4.142886171513948,7.614610418457129,3,86.68258138245194
7.533601109832154,7.920466907532191,1,95.12814915947517
9.073992339573193,7.906633565857074,1,100.0
8.983777818386056,7.248955495228774,5,100.0
8.018879912718614,5.390258720391896,5,100.0
6.77828481538859,7.274789587787067,4,98.6457254464864
1.7572596849554394,5.0737607493764045,2,65.6195495060837
2.454658426851524,5.066370654586992,4,79.81252786872594
9.086987696743714,5.970830657448624,3,100.0
6.457861536936309,6.465929571213997,4,98.66208078614943
1.0827734645496667,7.311222253423379,0,58.32816072915071
1.913243885794289,7.049886129819516,3,74.37143236443427
6.971515921972502,6.3377081191302445,5,100.0
1.0455542546159682,5.8208799988449975,1,55.104137649517156
2.4472724627574878,7.991373500473133,5,85.59791387521302
5.938604104299275,6.2785439067079185,2,91.16128850445277
7.227056779234239,6.354161072989026,3,100.0
6.867651335523405,5.490871463575008,3,94.41998338176445
3.018423785145038,7.384428646249788,0,66.99244556877582
7.409612992127823,7.081046677344466,2,90.28260712147345
3.135241787471201,5.662308838366281,1,70.47198743029291
3.9285972834334095,5.247143136847528,3,82.38309887008465
7.718422646062217,7.041497906224139,3,100.0
6.846696091424932,6.963533642843405,0,90.60876627299302
8.6430106944476,5.819778580994628,4,100.0
6.91851603070309,7.852590686751231,1,96.5601540491124
6.114777430019244,5.4531736753427005,5,99.25271997234933
1.8430729104528323,6.297004403127806,2,66.5414726763551
4.309442227534902,7.830847760502797,3,88.23870070852765
3.386821309135529,6.259181950778367,3,76.8445930110065
3.195906790411752,6.915577842992256,5,86.43076233289403
9.75709499277201,6.192783193888383,1,100.0
4.537879522000844,5.82264560704601,4,82.66805339807749
9.02841899659402,7.951932943879484,3,100.0
6.680247633975366,6.228002018945129,1,91.66992257438139
8.153301731874835,7.682297611037403,5,100.0
5.523733837946729,5.689863817673259,0,79.26230328823866
6.192134961637232,5.63931411207525,4,87.0654797392642
5.432659244369775,5.093402248653534,2,83.12547290453647
2.7571868901824006,6.955000476127655,3,78.05848490473683
7.502069037353548,6.105579031171283,1,91.11730350643154
3.526951261967702,7.593074749518911,0,70.68342323045162
1.2188436978830846,6.4196297200746715,2,69.26673909402584
6.80925066316451,7.904580283744165,1,92.67454690913605
2.5939961146634403,5.556576547109364,1,68.44751917646308
9.464127259176228,7.605869503866833,2,100.0
9.585357193023286,7.329790558375225,0,99.58205585235164
9.233779511984036,7.312765533932156,5,100.0
4.331428302298999,7.534349684350663,0,80.68477436362824
1.1391095487598069,7.2830719728289965,4,77.71936123935619
9.354867063289529,6.878660964894246,3,100.0
4.8536573348558285,5.3937346330471625,2,80.34192529833223
9.699893371393026,5.097578538473756,5,100.0
9.672579793803276,7.762543543447061,2,100.0
8.677085099206241,6.849950943562214,2,100.0
3.6500400286262713,7.389611872928529,0,70.0402488214872
4.465879557417328,6.44456705453765,3,83.37891263766387
8.660230043651712,5.351924566887184,4,100.0
3.852298046406499,5.375557376607651,1,69.97632032785506
2.5254347201748324,7.056695861686914,1,70.87028736966535
6.0112113621251515,6.290917684698388,2,91.06746570493361
9.425392967447028,5.60157418010101,3,100.0
7.264268170074757,6.47478364022431,5,100.0
6.1305505308042845,5.192626811225402,0,84.37274224786813
1.8745884439369167,6.745914205743196,3,77.66888862647114
6.535065040292528,5.806980213305293,3,93.49852617459638
9.91048465093837,7.392677301911565,0,100.0
2.260756137128716,5.931085876770721,2,66.15853664436733
5.664966871273631,6.3656604472454035,3,86.75077565709928
8.8963576473516,5.0348616197243015,1,100.0
7.66691755978784,5.217340663383677,0,84.2239830968396
7.273141668957412,6.177480669220055,5,100.0
7.322356755883983,6.43981650415137,4,98.8860936999662
4.2354203609777965,6.800061644357911,2,78.7216065000266
3.64232659838044,5.87498773612791,0,69.50694209912808
8.284250399306622,7.0849456583796275,4,100.0
8.291020552112627,7.580367191567614,4,100.0
8.803650867220934,7.339552966680049,5,100.0
9.219164973008242,5.118856476045071,3,100.0
5.60208158974844,6.441520841773487,5,94.59673611479529
5.513646652184796,5.314790535254525,3,86.70785190958134
8.184656610700976,5.726135047587582,3,100.0
6.849675376999887,7.959987779801439,0,89.70789960773473
7.31770189531933,5.42748662870454,0,91.60525496716352
8.16213402492491,6.496664460354069,2,100.0
9.010048076358096,6.854467202954357,3,100.0
4.041956411663822,7.107394911632312,4,87.98747637830822
4.380246573759496,6.678946050460742,1,82.82014268164748
1.845837458567821,5.029312542257551,2,63.80346954005356
6.204521268965566,5.979383924731976,0,82.09857957891111
1.3234804641706788,6.553134930154134,5,73.1395611876028
5.190382163192141,5.2635994974345,2,80.95788296425918
5.883801712368189,6.051880793627542,2,82.51741549336288
3.5788712691545594,5.099609326374099,2,70.10863014412584
6.317499345121097,5.2357354914650625,2,88.2913888647473
1.2745022494514449,6.190769828604788,1,66.29484482842513
1.3361336987429298,5.398147262129181,5,70.63688058041816
8.403405045936925,6.702622544784674,5,100.0
4.241715772701366,7.068394907411797,5,95.44993188959263
2.143544613866963,7.401760097327249,3,71.19647087854136
5.700189340493239,5.60045073273443,4,86.71811867981579
7.9299419778874976,5.502447746777209,5,100.0
2.9423892474715885,5.313703521003201,2,69.35099984298125
6.606014282371002,6.9092907486309105,2,87.60629365503162
1.768127184943912,7.119427179460704,5,77.69536516481715
1.4651354905174694,5.094758434476926,5,75.36053337112581
5.782191684113332,7.808636738731069,2,86.67036757688432
5.865716094490959,5.155913850954417,3,88.90314283122441
6.736869113483859,6.623889005903211,0,88.11993060610604
7.534822003503954,7.127181558352749,0,91.67832030840239
9.782668715162812,7.612907371238257,5,100.0
5.646703134710758,7.1422607963972835,1,86.11001905413399
3.9066082564712135,7.405184249209375,5,86.90522591001952
8.156675752918332,6.018350577628418,5,100.0
3.437490261358668,7.444475341239537,0,75.81967249150105
4.950742786350725,5.240344539154026,2,84.80413720178517
1.7061074320803935,7.684449968181583,5,81.94046431839672
1.2281566907391177,6.6427771284612085,2,60.70139930231894
9.663835732101326,7.451893309887481,2,100.0
8.523821084609853,6.3569548535549005,1,100.0
7.263767854843282,6.930733085589575,2,91.5707346005642
4.680576499728429,6.57920798280834,0,75.9165673988086
2.559648880637612,7.194768565265996,3,77.01816188169592
2.4079333840397745,5.244889946091769,3,76.52239810675631
3.252186083481358,5.181056251971691,4,80.79721449503295
5.943039982355084,5.741309702030439,5,93.60412213400139
7.431363304300561,5.478634040339565,0,93.20024997753782
6.941776390459581,7.615350699776605,2,96.07092263999277
3.5194050725134858,5.657641962074133,3,77.14478587600642
9.593787525968747,7.927595767457394,0,100.0
7.641072250261916,6.010687375313321,3,94.35607028786681
5.989186472602606,5.546353747066098,2,86.7093313456968
6.5054867161091705,7.369095521427438,3,97.7580803953177
4.776400561850109,6.976123326502629,5,91.67809947968017
3.229578905510417,6.4945871493594165,5,85.3984262580136
4.2037541078613545,6.666090652812894,4,83.75777863219001
7.820614994179322,7.157605334816791,4,100.0
1.1295413976678028,5.685364223993896,3,66.96805641615269
2.0446537645622462,7.989001748170226,0,66.77025495034195
1.4140237781957747,7.924379486440349,5,73.10248259470244
1.3665592208707311,6.95097705904081,0,59.417732369821586
8.699145256099065,5.598627352787435,0,99.725369777008
7.332920734420213,7.040684727293874,3,98.26863490369726
5.267564461785927,5.216595226937527,0,76.81843539514021
1.8805074458590134,5.091957506617418,5,74.32618499088306
5.4245428760514915,5.773048665533641,2,89.3735309880837
5.261245937025091,6.3878688702179485,4,94.95307179214537
2.5588168291901368,7.6048175162251415,2,76.4263121778574
4.904664843141758,7.181507209298924,0,75.96661169418903
4.586542609576361,7.228119563599943,2,84.46650132265793
6.542650882469948,6.276480003344226,5,100.0
6.715842857808794,6.037804977640889,5,98.55900973753758
1.4077360879484007,6.113116288953808,0,56.65336170010655
4.371513531638241,7.962948691208173,3,91.89850748222864
6.632739241428127,5.120327574237447,2,88.50194141896476
5.528226327220789,7.6010944883673455,3,96.68825106957209
8.7084085706949,6.736026225717181,3,100.0
6.928242684570505,6.315846257568771,1,91.49653628511604
2.466409843732867,7.17577298124541,0,68.0411894902336
1.6351187266038685,6.460006824274108,4,68.89434860057527
6.78177350385684,7.620269714244982,5,100.0
1.2386017948745964,7.702105592033775,5,80.84828139738542
6.2719802314611695,6.265162780620367,0,85.93424522810339
9.462072172824618,5.830483391705155,4,100.0
6.179267600882911,6.777050985780087,5,100.0
4.493529335858697,7.7370900368500735,0,77.3867045850112
6.789593965981179,5.631986567017,5,98.35327593887484
5.12427601442365,6.868899750690448,3,88.82067532173392
5.910551103843415,6.894680660277562,2,91.64151894410698
9.473183278988726,7.199339067245843,2,100.0
4.474923740206968,5.394703055381779,5,89.01863074226965
9.650715074415228,7.147474894046265,1,100.0
9.148155777604574,7.727097561996922,4,100.0
2.762120213103668,5.539049326610726,4,80.20959401764772
1.624251707876489,5.712629974771633,4,73.47007847615892
1.9070020123968399,7.914185282124919,3,80.78752998176726
1.1639964308639477,5.54293085812847,4,66.65403517783302
1.8499866468033557,7.563155280108737,2,72.86837334572252
7.147060960747211,6.476833569344104,3,94.63700021903205
1.6406978361420608,5.7416932232095315,0,54.84077627329919
3.8707806726438516,7.612249703817534,4,80.47181024240071
8.60387779872509,6.3359157650079965,4,100.0
1.209447421622433,6.5444520617890705,0,59.68888497352261
8.330216343300421,6.077700108199297,4,100.0
3.5366929729605996,6.778852554304782,0,65.92065697156373
2.0634834485949063,5.4905716177550685,3,68.22740060006863
7.270634488277356,6.173244609955282,2,94.71194068432371
6.660485621018956,7.9082369670058625,0,91.4984101394858
8.897248121743477,5.774400298103383,1,98.98543395418126
7.615639394234972,6.970209993623877,0,92.77479798653845
8.231328373463636,5.975570192674085,4,100.0
3.538311153141758,7.320419377059801,3,86.58006712740986
2.5969558940175053,5.39262098215505,5,75.71527250141294
7.755532764767725,7.909463135235634,3,100.0
8.261512653405376,6.361368624150918,5,100.0
9.91454627800606,5.708151390039392,0,100.0
4.713559092202838,5.220490241990038,2,76.89219657563363
4.348162772135049,5.509273715262622,1,76.16651706284449
7.987716646677971,6.5593218456680535,3,100.0
4.06723186227716,6.011009529293859,4,82.27510445777338
9.376815930432082,7.4866500976478285,5,100.0
8.725714766587107,6.292662570985418,4,100.0
4.860946246375165,5.746142817762889,2,78.44579444001636
7.757839610123476,6.8514349598120905,5,100.0
7.7908858667621415,7.120331650656338,3,97.2158258786892
1.9281148195233935,5.50112572370285,0,54.208417437371956
9.1229761601161,5.502857648864953,4,100.0
5.547271352030714,5.110014280800629,2,87.10329514952834
8.438117194969674,7.209206045196922,3,100.0
3.880446409275506,6.991413582865415,3,80.38084725581504
9.059709056465804,6.423892627249442,3,100.0
4.502815108607468,7.532511346907592,3,83.14248358285576
1.0975388633226852,7.417010458850159,5,71.23159736015026
9.148437787773373,6.7560630931902566,3,100.0
1.821580091075202,7.604813841539776,4,76.34464269799248
3.873822738313734,5.617523630110305,2,79.79879116965999
9.550557703457244,5.335758858193183,5,100.0
9.555464322438006,5.809248834550969,3,100.0
6.160940993109575,5.171260568267945,1,84.19022228161623
6.686534909528193,6.5935085840030965,1,90.87271281109852
5.036009697804878,7.809817076884885,2,89.34067390586253
3.638896945282581,5.118030622005529,0,68.9549992768503
3.957980908329244,5.36632974203008,0,71.0165294917821
7.052666104693346,6.356597084850305,5,100.0
7.77137076493912,7.801625052583715,5,100.0
8.124211393532637,5.948468314930252,5,100.0
8.106563285150985,6.5217044260651775,0,94.6532857355531
1.8208549274382133,5.124718577151176,1,59.39028528772936
5.449782742323233,5.445029602886267,0,79.74330855480373
1.5180288401497986,7.959890368876541,4,72.39887223033878
5.94575994091362,7.8953560893081365,3,96.75095897868576
4.973774512360393,5.0148199428032285,5,90.23482728788197
8.989337644824698,7.855435356269717,1,100.0
4.158235112968708,6.917359813446501,2,79.78283624992179
2.053603147848453,7.603754883560066,2,72.75042385510504
2.2869251384755227,6.3642195669015775,3,70.82409598479865
7.85359568545725,6.5467880857377505,1,94.49787557943787
6.56396256984635,6.46653974077076,0,86.07014076910633
1.9101040851051123,7.0005927726383135,0,58.970046203388065
1.756961255034977,5.418953764268939,4,67.36984200115846
7.30872218313208,5.0899207696180335,4,100.0
1.6548670572777417,5.923789824773573,0,59.68365447134081
8.396740533613206,7.11404228820994,2,100.0
7.3561800444084655,5.605560356368845,5,100.0
1.7321390257770979,7.020297299974752,2,66.6058233416639
1.7635394267667273,7.909736138321811,4,76.97482155550195
9.87975620651058,5.2817021473682555,3,100.0
4.368437161805083,7.017806354675379,0,69.60147682950051
4.335779323602019,6.3312506579137136,4,90.5799001041472
8.315196105317522,7.6044267631325155,4,100.0
9.525237196454729,5.531449368342158,5,100.0
